2026-07-05 12:58:57,874 [INFO] Loading Qwen/Qwen2.5-VL-3B-Instruct onto available GPUs (4bit=False) ...
2026-07-05 12:58:57,995 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-05 12:58:57,996 [WARNING] Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-05 12:58:58,043 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,069 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,117 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,163 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,188 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,247 [INFO] HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2.5-VL-3B-Instruct/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,305 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,353 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/chat_template.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,381 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/chat_template.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,437 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/chat_template.jinja "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,487 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/audio_tokenizer_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,536 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,584 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,608 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,675 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:58,726 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,751 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,803 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,828 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,893 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:58,920 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/tokenizer_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:58,973 [INFO] HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2.5-VL-3B-Instruct/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-07-05 12:58:59,025 [INFO] HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2.5-VL-3B-Instruct/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-07-05 12:58:59,435 [INFO] HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2.5-VL-3B-Instruct "HTTP/1.1 200 OK"
2026-07-05 12:58:59,486 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:59,536 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:59,639 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:59,663 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:58:59,718 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:59,766 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-05 12:58:59,812 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:58:59,836 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/preprocessor_config.json "HTTP/1.1 200 OK"
2026-07-05 12:59:00,552 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:59:00,577 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/config.json "HTTP/1.1 200 OK"
2026-07-05 12:59:00,637 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/model.safetensors "HTTP/1.1 404 Not Found"
2026-07-05 12:59:00,709 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/model.safetensors.index.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:59:00,734 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/model.safetensors.index.json "HTTP/1.1 200 OK"
2026-07-05 12:59:00,784 [INFO] HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2.5-VL-3B-Instruct/revision/main "HTTP/1.1 200 OK"
Fetching 2 files:   0%|          | 0/2 [00:00<?, ?it/s]Fetching 2 files: 100%|██████████| 2/2 [00:00<00:00, 22671.91it/s]
Loading weights:   0%|          | 0/824 [00:00<?, ?it/s]Loading weights:   0%|          | 1/824 [00:00<03:02,  4.51it/s]Loading weights:   2%|▏         | 15/824 [00:00<00:14, 57.22it/s]Loading weights:   3%|▎         | 27/824 [00:00<00:10, 79.34it/s]Loading weights:   5%|▍         | 41/824 [00:00<00:07, 99.39it/s]Loading weights:   8%|▊         | 63/824 [00:00<00:05, 131.57it/s]Loading weights:   9%|▉         | 78/824 [00:00<00:05, 124.48it/s]Loading weights:  12%|█▏        | 99/824 [00:00<00:05, 144.55it/s]Loading weights:  14%|█▍        | 115/824 [00:01<00:05, 140.84it/s]Loading weights:  16%|█▋        | 135/824 [00:01<00:04, 154.20it/s]Loading weights:  18%|█▊        | 151/824 [00:01<00:04, 146.53it/s]Loading weights:  20%|██        | 167/824 [00:01<00:04, 149.67it/s]Loading weights:  22%|██▏       | 183/824 [00:01<00:04, 139.17it/s]Loading weights:  24%|██▍       | 198/824 [00:01<00:04, 138.06it/s]Loading weights:  26%|██▋       | 218/824 [00:01<00:04, 146.65it/s]Loading weights:  28%|██▊       | 233/824 [00:01<00:04, 136.94it/s]Loading weights:  31%|███       | 255/824 [00:01<00:03, 150.59it/s]Loading weights:  33%|███▎      | 271/824 [00:02<00:03, 141.13it/s]Loading weights:  35%|███▌      | 290/824 [00:02<00:03, 147.18it/s]Loading weights:  37%|███▋      | 305/824 [00:02<00:03, 137.24it/s]Loading weights:  39%|███▉      | 322/824 [00:02<00:03, 140.96it/s]Loading weights:  41%|████      | 338/824 [00:02<00:03, 143.39it/s]Loading weights:  43%|████▎     | 353/824 [00:02<00:03, 135.42it/s]Loading weights:  46%|████▌     | 375/824 [00:02<00:02, 154.09it/s]Loading weights:  47%|████▋     | 391/824 [00:02<00:02, 145.38it/s]Loading weights:  50%|████▉     | 411/824 [00:03<00:02, 157.14it/s]Loading weights:  52%|█████▏    | 427/824 [00:03<00:02, 149.93it/s]Loading weights:  58%|█████▊    | 480/824 [00:03<00:01, 251.89it/s]Loading weights:  65%|██████▌   | 536/824 [00:03<00:00, 334.29it/s]Loading weights:  70%|███████   | 580/824 [00:03<00:00, 356.96it/s]Loading weights:  78%|███████▊  | 642/824 [00:03<00:00, 424.38it/s]Loading weights:  85%|████████▍ | 700/824 [00:03<00:00, 468.27it/s]Loading weights:  91%|█████████▏| 753/824 [00:03<00:00, 477.35it/s]Loading weights:  99%|█████████▉| 814/824 [00:03<00:00, 511.25it/s]Loading weights: 100%|██████████| 824/824 [00:03<00:00, 210.59it/s]
2026-07-05 12:59:05,202 [INFO] HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct/resolve/main/generation_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-05 12:59:05,227 [INFO] HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen2.5-VL-3B-Instruct/66285546d2b821cf421d4f5eb2576359d3770cd3/generation_config.json "HTTP/1.1 200 OK"
2026-07-05 12:59:05,231 [INFO] Model ready: Qwen/Qwen2.5-VL-3B-Instruct
 * Serving Flask app 'qwen_vlm_server'
 * Debug mode: off
2026-07-05 12:59:05,234 [INFO] [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5017
 * Running on http://10.8.11.5:5017
2026-07-05 12:59:05,234 [INFO] [33mPress CTRL+C to quit[0m
2026-07-05 12:59:08,687 [INFO] 127.0.0.1 - - [05/Jul/2026 12:59:08] "GET /health HTTP/1.1" 200 -
2026-07-05 12:59:56,704 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 345 chars in 10.1s
2026-07-05 12:59:56,705 [INFO] 127.0.0.1 - - [05/Jul/2026 12:59:56] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:05,242 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 287 chars in 8.2s
2026-07-05 13:00:05,243 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:05] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:13,765 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 287 chars in 8.2s
2026-07-05 13:00:13,766 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:13] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:18,159 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 222 chars in 4.3s
2026-07-05 13:00:18,160 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:18] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:20,304 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 64 chars in 2.0s
2026-07-05 13:00:20,304 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:20] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:22,517 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 88 chars in 2.1s
2026-07-05 13:00:22,517 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:22] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:24,306 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 79 chars in 1.7s
2026-07-05 13:00:24,306 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:24] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:27,677 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 132 chars in 3.3s
2026-07-05 13:00:27,677 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:27] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:27,984 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 8 chars in 0.3s
2026-07-05 13:00:27,984 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:27] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:28,288 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 8 chars in 0.3s
2026-07-05 13:00:28,288 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:28] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:00:28,634 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 6 chars in 0.3s
2026-07-05 13:00:28,635 [INFO] 127.0.0.1 - - [05/Jul/2026 13:00:28] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:09,359 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 131 chars in 5.8s
2026-07-05 13:02:09,361 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:09] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:21,194 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 343 chars in 11.5s
2026-07-05 13:02:21,195 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:21] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:33,031 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 343 chars in 11.5s
2026-07-05 13:02:33,032 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:33] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:35,029 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 64 chars in 1.9s
2026-07-05 13:02:35,030 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:35] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:36,536 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 63 chars in 1.5s
2026-07-05 13:02:36,536 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:36] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:38,246 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 64 chars in 1.7s
2026-07-05 13:02:38,247 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:38] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:40,717 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 73 chars in 2.4s
2026-07-05 13:02:40,718 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:40] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:02:41,296 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 4 chars in 0.5s
2026-07-05 13:02:41,297 [INFO] 127.0.0.1 - - [05/Jul/2026 13:02:41] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:04:50,851 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 1797 chars in 35.9s
2026-07-05 13:04:50,852 [INFO] 127.0.0.1 - - [05/Jul/2026 13:04:50] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:27,602 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 1797 chars in 36.4s
2026-07-05 13:05:27,603 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:27] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:38,528 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 411 chars in 10.6s
2026-07-05 13:05:38,529 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:38] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:40,844 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 67 chars in 2.1s
2026-07-05 13:05:40,845 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:40] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:42,614 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 67 chars in 1.7s
2026-07-05 13:05:42,615 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:42] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:45,468 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 130 chars in 2.8s
2026-07-05 13:05:45,469 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:45] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:46,011 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 11 chars in 0.5s
2026-07-05 13:05:46,012 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:46] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:05:46,554 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 11 chars in 0.5s
2026-07-05 13:05:46,554 [INFO] 127.0.0.1 - - [05/Jul/2026 13:05:46] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:28,805 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 395 chars in 10.4s
2026-07-05 13:07:28,805 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:28] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:39,641 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 395 chars in 10.5s
2026-07-05 13:07:39,642 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:39] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:50,449 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 395 chars in 10.5s
2026-07-05 13:07:50,450 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:50] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:53,848 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 173 chars in 3.3s
2026-07-05 13:07:53,849 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:53] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:55,953 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 64 chars in 2.0s
2026-07-05 13:07:55,953 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:55] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:57,640 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 68 chars in 1.6s
2026-07-05 13:07:57,641 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:57] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:07:59,852 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 70 chars in 2.1s
2026-07-05 13:07:59,853 [INFO] 127.0.0.1 - - [05/Jul/2026 13:07:59] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:08:00,221 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 11 chars in 0.4s
2026-07-05 13:08:00,221 [INFO] 127.0.0.1 - - [05/Jul/2026 13:08:00] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:08:00,529 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 4 chars in 0.3s
2026-07-05 13:08:00,529 [INFO] 127.0.0.1 - - [05/Jul/2026 13:08:00] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:09:45,974 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 391 chars in 13.1s
2026-07-05 13:09:45,975 [INFO] 127.0.0.1 - - [05/Jul/2026 13:09:45] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:09:59,436 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 391 chars in 13.1s
2026-07-05 13:09:59,436 [INFO] 127.0.0.1 - - [05/Jul/2026 13:09:59] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:12,898 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 391 chars in 13.1s
2026-07-05 13:10:12,899 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:12] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:14,695 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 68 chars in 1.7s
2026-07-05 13:10:14,696 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:14] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:16,816 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 67 chars in 2.0s
2026-07-05 13:10:16,817 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:16] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:19,292 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 70 chars in 2.4s
2026-07-05 13:10:19,293 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:19] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:20,956 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 73 chars in 1.6s
2026-07-05 13:10:20,957 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:20] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:21,388 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 7 chars in 0.4s
2026-07-05 13:10:21,389 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:21] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:10:21,766 [INFO] [infer_v6] 1 imgs, prompt=73 chars → 7 chars in 0.4s
2026-07-05 13:10:21,767 [INFO] 127.0.0.1 - - [05/Jul/2026 13:10:21] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:12:04,731 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 291 chars in 8.3s
2026-07-05 13:12:04,732 [INFO] 127.0.0.1 - - [05/Jul/2026 13:12:04] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:12:13,455 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 291 chars in 8.3s
2026-07-05 13:12:13,456 [INFO] 127.0.0.1 - - [05/Jul/2026 13:12:13] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:12:22,238 [INFO] [infer_v6] 1 imgs, prompt=283 chars → 291 chars in 8.3s
2026-07-05 13:12:22,239 [INFO] 127.0.0.1 - - [05/Jul/2026 13:12:22] "POST /infer_v6 HTTP/1.1" 200 -
2026-07-05 13:12:24,311 [INFO] [infer_v6] 1 imgs, prompt=149 chars → 65 chars in 1.8s
